iter	Passed	Remaining
1663	164960	826389
1664	165059	826287
1665	165154	826167
1666	165251	826059
1667	165350	825960
1668	165452	825873
1669	165551	825775
1670	165649	825668
1671	165744	825551
1672	165845	825460
1673	165946	825372
1674	166045	825270
1675	166143	825165
1676	166238	825046
1677	166343	824977
1678	166440	824869
1679	166536	824752
1680	166630	824629
1681	166725	824508
1682	166825	824412
1683	166918	824285
1684	167014	824167
1685	167110	824054
1686	167208	823949
1687	167302	823826
1688	167399	823717
1689	167503	823641
1690	167603	823546
1691	167698	823429
1692	167797	823330
1693	167897	823233
1694	167994	823125
1695	168097	823044
1696	168194	822935
1697	168291	822824
1698	168389	822722
1699	168487	822614
1700	168587	822518
1701	168691	822444
1702	168789	822339
1703	168887	822238
1704	168986	822138
1705	169084	822034
1706	169184	821935
1707	169278	821815
1708	169375	821703
1709	169482	821645
1710	169583	821553
1711	169677	821431
1712	169776	821330
1713	169871	821211
1714	169967	821094
1715	170061	820970
1716	170163	820887
1717	170262	820786
1718	170364	820704
1719	170465	820614
1720	170569	820539
1721	170668	820435
1722	170772	820360
1723	170872	820265
1724	170968	820151
1725	171062	820027
1726	171161	819930
1727	171261	819833
1728	171357	819723
1729	171455	819617
1730	171553	819512
1731	171652	819410
1732	171748	819298
1733	171847	819197
1734	171943	819085
1735	172042	818986
1736	172140	818879
1737	172246	818814
1738	172357	818774
1739	172481	818791
1740	172579	818686
1741	172682	818605
1742	172781	818504
1743	172890	818454
1744	172990	818358
1745	173085	818241
1746	173183	818135
1747	173280	818028
1748	173379	817926
1749	173481	817839
1750	173576	817724
1751	173673	817614
1752	173783	817563
1753	173881	817460
1754	173980	817363
1755	174078	817255
1756	174175	817150
1757	174270	817030
1758	174367	816918
1759	174467	816823
1760	174564	816714
1761	174659	816598
1762	174761	816513
1763	174856	816391
1764	174952	816280
1765	175056	816202
1766	175152	816088
1767	175249	815979
1768	175348	815880
1769	175448	815785
1770	175550	815698
1771	175650	815603
1772	175748	815502
1773	175845	815393
1774	175940	815274
1775	176041	815183
1776	176143	815095
1777	176242	814998
1778	176341	814898
1779	176441	814803
1780	176542	814712
1781	176636	814588
1782	176733	814483
1783	176828	814364
1784	176925	814255
1785	177023	814149
1786	177120	814040
1787	177218	813934
1788	177319	813844
1789	177416	813736
1790	177511	813617
1791	177609	813512
1792	177707	813411
1793	177804	813302
1794	177900	813189
1795	178003	813106
1796	178100	812999
1797	178200	812904
1798	178296	812788
1799	178402	812721
1800	178500	812618
1801	178596	812504
1802	178695	812404
1803	178795	812309
1804	178890	812190
1805	178986	812080
1806	179083	811968
1807	179177	811848
1808	179272	811730
1809	179369	811624
1810	179467	811518
1811	179566	811416
1812	179666	811321
1813	179769	811241
1814	179864	811126
1815	179962	811020
1816	180058	810906
1817	180169	810862
1818	180271	810777
1819	180371	810682
1820	180474	810601
1821	180573	810500
1822	180667	810378
1823	180762	810262
1824	180863	810169
1825	180964	810079
1826	181062	809974
1827	181162	809878
1828	181258	809767
1829	181356	809662
1830	181456	809567
1831	181551	809451
1832	181646	809330
1833	181742	809218
1834	181843	809130
1835	181942	809030
1836	182041	808932
1837	182141	808836
1838	182239	808731
1839	182337	808627
1840	182439	808539
1841	182539	808445
1842	182639	808348
1843	182736	808243
1844	182833	808133
1845	182931	808030
1846	183028	807921
1847	183124	807807
1848	183221	807699
1849	183318	807590
1850	183416	807488
1851	183515	807387
1852	183612	807279
1853	183710	807177
1854	183808	807072
1855	183907	806972
1856	184011	806897
1857	184113	806811
1858	184208	806691
1859	184304	806582
1860	184406	806493
1861	184506	806398
1862	184601	806281
1863	184698	806174
1864	184799	806081
1865	184898	805981
1866	184999	805893
1867	185096	805783
1868	185190	805663
1869	185286	805552
1870	185387	805458
1871	185488	805368
1872	185582	805246
1873	185679	805138
1874	185792	805101
1875	185905	805061
1876	186006	804970
1877	186103	804864
1878	186202	804765
1879	186305	804679
1880	186405	804584
1881	186503	804483
1882	186601	804379
1883	186697	804265
1884	186797	804168
1885	186893	804057
1886	186992	803959
1887	187090	803853
1888	187183	803728
1889	187287	803652
1890	187389	803566
1891	187484	803448
1892	187579	803333
1893	187679	803237
1894	187777	803132
1895	187877	803037
1896	187977	802941
1897	188078	802852
1898	188176	802748
1899	188279	802663
1900	188387	802604
1901	188488	802513
1902	188604	802486
1903	188712	802424
1904	188826	802387
1905	188942	802359
1906	189063	802352
1907	189178	802321
1908	189274	802209
1909	189374	802114
1910	189473	802014
1911	189570	801906
1912	189664	801786
1913	189767	801703
1914	189864	801595
1915	189960	801484
1916	190060	801389
1917	190165	801312
1918	190264	801212
1919	190368	801132
1920	190465	801027
1921	190559	800905
1922	190655	800791
1923	190750	800676
1924	190849	800575
1925	190946	800470
1926	191043	800358
1927	191139	800246
1928	191234	800132
1929	191329	800015
1930	191433	799937
1931	191535	799849
1932	191634	799749
1933	191731	799640
1934	191829	799535
1935	191926	799428
1936	192022	799318
1937	192121	799215
1938	192217	799104
1939	192315	799003
1940	192415	798907
1941	192512	798799
1942	192609	798691
1943	192709	798594
1944	192810	798502
1945	192910	798406
1946	193008	798303
1947	193104	798193
1948	193204	798095
1949	193308	798015
1950	193406	797912
1951	193503	797805
1952	193600	797698
1953	193693	797572
1954	193790	797466
1955	193889	797364
1956	193992	797283
1957	194090	797178
1958	194189	797080
1959	194285	796968
1960	194382	796859
1961	194477	796743
1962	194575	796641
1963	194677	796552
1964	194772	796437
1965	194870	796331
1966	194967	796222
1967	195070	796143
1968	195165	796025
1969	195263	795920
1970	195368	795846
1971	195471	795763
1972	195573	795675
1973	195669	795563
1974	195763	795443
1975	195857	795323
1976	195956	795224
1977	196053	795118
1978	196150	795010
1979	196248	794907
1980	196344	794794
1981	196443	794694
1982	196541	794588
1983	196638	794482
1984	196745	794413
1985	196842	794307
1986	196940	794204
1987	197042	794118
1988	197139	794008
1989	197232	793885
1990	197330	793783
1991	197428	793677
1992	197522	793560
1993	197622	793463
1994	197718	793351
1995	197814	793238
1996	197906	793111
1997	198002	793001
1998	198097	792885
1999	198198	792792
2000	198296	792690
2001	198393	792582
2002	198490	792476
2003	198591	792382
2004	198688	792276
2005	198796	792211
2006	198896	792119
2007	198995	792017
2008	199093	791916
2009	199191	791810
2010	199294	791727
2011	199393	791629
2012	199491	791522
2013	199588	791415
2014	199685	791308
2015	199782	791202
2016	199882	791105
2017	199984	791019
2018	200088	790939
2019	200192	790860
2020	200293	790766
2021	200391	790663
2022	200489	790560
2023	200583	790442
2024	200684	790350
2025	200780	790237
2026	200877	790132
2027	200979	790043
2028	201077	789938
2029	201171	789822
2030	201271	789726
2031	201367	789614
2032	201467	789518
2033	201565	789415
2034	201664	789316
2035	201760	789204
2036	201853	789081
2037	201948	788966
2038	202048	788870
2039	202144	788759
2040	202241	788650
2041	202338	788545
2042	202447	788484
2043	202548	788393
2044	202644	788282
2045	202741	788173
2046	202842	788082
2047	202941	787984
2048	203042	787893
2049	203136	787774
2050	203228	787644
2051	203331	787561
2052	203427	787450
2053	203523	787341
2054	203637	787299
2055	203737	787203
2056	203831	787085
2057	203929	786982
2058	204025	786870
2059	204124	786771
2060	204221	786664
2061	204322	786570
2062	204417	786456
2063	204513	786347
2064	204610	786238
2065	204709	786140
2066	204809	786043
2067	204905	785935
2068	205003	785829
2069	205114	785775
2070	205215	785683
2071	205317	785596
2072	205416	785499
2073	205518	785409
2074	205615	785303
2075	205707	785177
2076	205802	785060
2077	205897	784947
2078	205991	784829
2079	206086	784715
2080	206182	784602
2081	206280	784498
2082	206375	784385
2083	206476	784293
2084	206572	784184
2085	206670	784077
2086	206765	783964
2087	206861	783854
2088	206979	783826
2089	207078	783728
2090	207173	783612
2091	207268	783499
2092	207364	783386
2093	207462	783286
2094	207561	783187
2095	207669	783118
2096	207771	783030
2097	207870	782931
2098	207968	782830
2099	208067	782730
2100	208164	782622
2101	208263	782524
2102	208361	782422
2103	208459	782316
2104	208556	782210
2105	208656	782116
2106	208758	782025
2107	208858	781931
2108	208951	781809
2109	209051	781713
2110	209149	781612
2111	209253	781531
2112	209349	781420
2113	209447	781316
2114	209545	781214
2115	209645	781119
2116	209742	781009
2117	209850	780945
2118	209983	780972
2119	210081	780870
2120	210179	780765
2121	210276	780657
2122	210373	780552
2123	210473	780457
2124	210578	780379
2125	210683	780302
2126	210782	780203
2127	210882	780106
2128	210983	780014
2129	211084	779922
2130	211185	779828
2131	211279	779712
2132	211374	779596
2133	211469	779485
2134	211565	779374
2135	211660	779260
2136	211758	779156
2137	211854	779046
2138	211950	778937
2139	212048	778832
2140	212151	778746
2141	212247	778636
2142	212347	778542
2143	212446	778442
2144	212543	778336
2145	212639	778225
2146	212736	778120
2147	212832	778009
2148	212932	777911
2149	213031	777813
2150	213134	777728
2151	213234	777633
2152	213332	777530
2153	213427	777413
2154	213526	777315
2155	213623	777209
2156	213721	777106
2157	213823	777018
2158	213919	776909
2159	214016	776802
2160	214116	776705
2161	214223	776633
2162	214322	776533
2163	214417	776422
2164	214517	776324
2165	214618	776231
2166	214717	776132
2167	214818	776043
2168	214918	775944
2169	215016	775842
2170	215111	775728
2171	215215	775647
2172	215312	775541
2173	215411	775442
2174	215510	775341
2175	215602	775217
2176	215702	775121
2177	215799	775014
2178	215896	774907
2179	215996	774813
2180	216095	774712
2181	216197	774623
2182	216294	774518
2183	216392	774414
2184	216488	774307
2185	216587	774205
2186	216688	774112
2187	216786	774010
2188	216886	773914
2189	216984	773812
2190	217080	773702
2191	217181	773608
2192	217279	773506
2193	217378	773406
2194	217473	773294
2195	217572	773196
2196	217677	773117
2197	217778	773024
2198	217874	772916
2199	217971	772809
2200	218068	772700
2201	218170	772612
2202	218266	772503
2203	218368	772414
2204	218468	772318
2205	218564	772210
2206	218659	772096
2207	218758	771994
2208	218853	771880
2209	218958	771805
2210	219056	771701
2211	219158	771611
2212	219252	771494
2213	219349	771387
2214	219446	771284
2215	219542	771172
2216	219640	771071
2217	219735	770955
2218	219831	770846
2219	219927	770737
2220	220023	770627
2221	220124	770533
2222	220218	770417
2223	220311	770299
2224	220411	770201
2225	220508	770094
2226	220609	770002
2227	220706	769897
2228	220803	769790
2229	220900	769684
2230	220995	769572
2231	221092	769465
2232	221191	769366
2233	221290	769266
2234	221386	769156
2235	221482	769046
2236	221582	768951
2237	221680	768849
2238	221774	768731
2239	221875	768641
2240	221972	768535
2241	222070	768430
2242	222165	768318
2243	222261	768210
2244	222359	768104
2245	222454	767994
2246	222557	767907
2247	222655	767805
2248	222751	767694
2249	222849	767594
2250	222952	767507
2251	223048	767399
2252	223149	767304
2253	223242	767185
2254	223337	767073
2255	223432	766958
2256	223529	766852
2257	223626	766747
2258	223728	766657
2259	223826	766555
2260	223924	766454
2261	224018	766339
2262	224116	766235
2263	224217	766143
2264	224313	766032
2265	224417	765951
2266	224518	765857
2267	224616	765756
2268	224715	765655
2269	224811	765548
2270	224908	765443
2271	225000	765319
2272	225103	765231
2273	225198	765121
2274	225294	765011
2275	225389	764899
2276	225484	764786
2277	225579	764671
2278	225678	764574
2279	225784	764498
2280	225883	764398
2281	225984	764307
2282	226087	764220
2283	226192	764142
2284	226291	764044
2285	226389	763941
2286	226492	763856
2287	226593	763762
2288	226691	763661
2289	226790	763559
2290	226887	763454
2291	226978	763330
2292	227074	763221
2293	227174	763124
2294	227269	763012
2295	227364	762898
2296	227463	762799
2297	227563	762704
2298	227659	762595
2299	227757	762491
2300	227852	762380
2301	227950	762277
2302	228046	762169
2303	228142	762058
2304	228242	761962
2305	228338	761853
2306	228436	761752
2307	228532	761643
2308	228632	761546
2309	228727	761435
2310	228827	761337
2311	228922	761227
2312	229023	761134
2313	229123	761039
2314	229219	760928
2315	229318	760828
2316	229415	760726
2317	229512	760620
2318	229612	760522
2319	229715	760437
2320	229812	760332
2321	229910	760228
2322	230010	760133
2323	230115	760053
2324	230214	759954
2325	230313	759857
2326	230412	759755
2327	230511	759659
2328	230611	759561
2329	230719	759493
2330	230827	759422
2331	230933	759348
2332	231040	759273
2333	231137	759167
2334	231240	759082
2335	231336	758974
2336	231439	758887
2337	231535	758779
2338	231639	758696
2339	231740	758604
2340	231869	758602
2341	231975	758525
2342	232078	758439
2343	232182	758357
2344	232277	758243
2345	232372	758132
2346	232468	758024
2347	232565	757917
2348	232665	757822
2349	232766	757728
2350	232867	757635
2351	232967	757541
2352	233073	757463
2353	233172	757366
2354	233279	757293
2355	233379	757196
2356	233478	757095
2357	233580	757008
2358	233680	756909
2359	233781	756817
2360	233885	756735
2361	233983	756631
2362	234085	756541
2363	234183	756440
2364	234279	756330
2365	234377	756229
2366	234472	756115
2367	234565	755997
2368	234660	755887
2369	234759	755786
2370	234856	755682
2371	234964	755610
2372	235068	755526
2373	235165	755422
2374	235262	755316
2375	235360	755213
2376	235456	755104
2377	235550	754989
2378	235651	754895
2379	235753	754805
2380	235857	754725
2381	235955	754622
2382	236057	754530
2383	236153	754423
2384	236253	754327
2385	236351	754224
2386	236450	754125
2387	236545	754014
2388	236643	753911
2389	236744	753819
2390	236842	753717
2391	236938	753606
2392	237039	753514
2393	237132	753395
2394	237229	753291
2395	237329	753194
2396	237427	753093
2397	237528	752997
2398	237626	752898
2399	237723	752789
2400	237821	752690
2401	237921	752592
2402	238024	752505
2403	238126	752416
2404	238225	752315
2405	238322	752212
2406	238426	752128
2407	238524	752024
2408	238619	751912
2409	238722	751827
2410	238820	751724
2411	238919	751624
2412	239024	751544
2413	239129	751464
2414	239233	751381
2415	239335	751292
2416	239440	751209
2417	239539	751110
2418	239648	751044
2419	239752	750960
2420	239852	750865
2421	239953	750771
2422	240052	750671
2423	240152	750574
2424	240256	750493
2425	240359	750404
2426	240459	750307
2427	240553	750195
2428	240656	750106
2429	240761	750026
2430	240862	749933
2431	240972	749868
2432	241079	749793
2433	241186	749719
2434	241287	749626
2435	241387	749529
2436	241486	749431
2437	241585	749332
2438	241687	749240
2439	241790	749155
2440	241893	749066
2441	241997	748982
2442	242099	748892
2443	242202	748806
2444	242302	748709
2445	242407	748627
2446	242509	748538
2447	242603	748423
2448	242704	748332
2449	242816	748271
2450	242915	748170
2451	243015	748073
2452	243116	747982
2453	243211	747870
2454	243310	747772
2455	243407	747666
2456	243513	747587
2457	243615	747497
2458	243713	747394
2459	243810	747288
2460	243911	747194
2461	244013	747106
2462	244114	747012
2463	244220	746932
2464	244318	746830
2465	244423	746751
2466	244523	746653
2467	244620	746548
2468	244722	746457
2469	244821	746358
2470	244921	746261
2471	245024	746174
2472	245121	746069
2473	245216	745956
2474	245314	745853
2475	245414	745757
2476	245517	745671
2477	245615	745569
2478	245715	745471
2479	245815	745377
2480	245921	745299
2481	246024	745210
2482	246134	745144
2483	246236	745055
2484	246339	744966
2485	246442	744879
2486	246551	744810
2487	246651	744712
2488	246751	744615
2489	246850	744517
2490	246954	744433
2491	247060	744355
2492	247164	744268
2493	247270	744190
2494	247369	744090
2495	247468	743992
2496	247563	743879
2497	247659	743771
2498	247754	743661
2499	247854	743563
2500	247957	743474
2501	248057	743380
2502	248156	743278
2503	248259	743190
2504	248353	743076
2505	248450	742971
2506	248553	742883
2507	248653	742787
2508	248753	742692
2509	248855	742601
2510	248962	742524
2511	249062	742428
2512	249158	742318
2513	249255	742214
2514	249358	742125
2515	249458	742031
2516	249559	741937
2517	249660	741843
2518	249763	741755
2519	249861	741652
2520	249962	741558
2521	250056	741443
2522	250153	741339
2523	250256	741249
2524	250359	741164
2525	250464	741081
2526	250568	740995
2527	250667	740897
2528	250769	740807
2529	250865	740698
2530	250971	740619
2531	251073	740526
2532	251174	740433
2533	251273	740335
2534	251378	740253
2535	251483	740170
2536	251583	740073
2537	251683	739978
2538	251781	739874
2539	251879	739773
2540	251975	739664
2541	252074	739562
2542	252167	739447
2543	252266	739347
2544	252360	739231
2545	252461	739140
2546	252556	739028
2547	252652	738919
2548	252753	738824
2549	252851	738722
2550	252954	738633
2551	253053	738536
2552	253150	738430
2553	253251	738335
2554	253351	738239
2555	253451	738144
2556	253549	738039
2557	253650	737945
2558	253747	737842
2559	253843	737733
2560	253943	737634
2561	254036	737519
2562	254135	737420
2563	254237	737327
2564	254337	737230
2565	254436	737131
2566	254537	737037
2567	254641	736953
2568	254739	736850
2569	254838	736749
2570	254938	736653
2571	255041	736566
2572	255138	736461
2573	255238	736364
2574	255338	736266
2575	255441	736178
2576	255541	736081
2577	255638	735977
2578	255736	735875
2579	255832	735765
2580	255938	735685
2581	256039	735591
2582	256137	735490
2583	256239	735400
2584	256335	735291
2585	256439	735205
2586	256542	735116
2587	256638	735009
2588	256738	734913
2589	256839	734817
2590	256944	734737
2591	257048	734650
2592	257148	734555
2593	257249	734459
2594	257349	734363
2595	257447	734259
2596	257548	734165
2597	257650	734076
2598	257751	733981
2599	257849	733879
2600	257950	733786
2601	258048	733682
2602	258146	733579
2603	258245	733481
2604	258347	733390
2605	258448	733295
2606	258552	733208
2607	258653	733116
2608	258754	733021
2609	258854	732925
2610	258950	732818
2611	259054	732731
2612	259156	732640
2613	259258	732549
2614	259362	732462
2615	259466	732378
2616	259569	732289
2617	259668	732189
2618	259771	732102
2619	259871	732005
2620	259972	731910
2621	260071	731810
2622	260175	731725
2623	260279	731638
2624	260390	731572
2625	260493	731484
2626	260596	731395
2627	260695	731297
2628	260798	731208
2629	260903	731124
2630	261005	731032
2631	261105	730936
2632	261204	730837
2633	261303	730737
2634	261406	730648
2635	261515	730575
2636	261616	730483
2637	261718	730392
2638	261822	730304
2639	261928	730224
2640	262027	730125
2641	262124	730020
2642	262225	729924
2643	262324	729826
2644	262426	729733
2645	262527	729640
2646	262628	729544
2647	262731	729457
2648	262840	729384
2649	262941	729291
2650	263043	729199
2651	263145	729107
2652	263247	729015
2653	263349	728923
2654	263455	728845
2655	263560	728759
2656	263661	728665
2657	263761	728569
2658	263862	728475
2659	263963	728381
2660	264065	728289
2661	264164	728188
2662	264258	728075
2663	264357	727975
2664	264458	727881
2665	264555	727776
2666	264652	727669
2667	264749	727563
2668	264847	727462
2669	264944	727357
2670	265042	727254
2671	265136	727139
2672	265238	727050
2673	265332	726936
2674	265426	726821
2675	265523	726718
2676	265620	726612
2677	265714	726499
2678	265809	726387
2679	265906	726282
2680	266005	726183
2681	266106	726087
2682	266205	725987
2683	266300	725876
2684	266398	725775
2685	266495	725669
2686	266595	725573
2687	266694	725471
2688	266789	725362
2689	266890	725267
2690	266993	725178
2691	267091	725075
2692	267186	724964
2693	267285	724865
2694	267385	724769
2695	267482	724664
2696	267575	724548
2697	267674	724446
2698	267767	724330
2699	267865	724228
2700	267958	724113
2701	268053	724002
2702	268148	723891
2703	268247	723792
2704	268346	723691
2705	268442	723584
2706	268542	723486
2707	268637	723377
2708	268736	723277
2709	268837	723181
2710	268936	723083
2711	269031	722973
2712	269129	722870
2713	269228	722769
2714	269323	722659
2715	269422	722559
2716	269538	722506
2717	269639	722412
2718	269738	722311
2719	269837	722213
2720	269938	722118
2721	270038	722019
2722	270136	721918
2723	270236	721820
2724	270334	721719
2725	270434	721620
2726	270531	721515
2727	270630	721417
2728	270725	721305
2729	270825	721209
2730	270921	721102
2731	271023	721009
2732	271120	720905
2733	271218	720802
2734	271316	720699
2735	271413	720594
2736	271508	720485
2737	271606	720381
2738	271702	720273
2739	271802	720178
2740	271899	720072
2741	272003	719986
2742	272103	719887
2743	272200	719784
2744	272303	719694
2745	272396	719579
2746	272491	719469
2747	272586	719357
2748	272681	719248
2749	272783	719155
2750	272882	719057
2751	272981	718957
2752	273082	718863
2753	273181	718763
2754	273280	718662
2755	273380	718565
2756	273483	718476
2757	273581	718374
2758	273678	718270
2759	273779	718174
2760	273883	718088
2761	273986	717999
2762	274084	717896
2763	274184	717798
2764	274277	717684
2765	274375	717582
2766	274476	717487
2767	274573	717381
2768	274671	717280
2769	274767	717172
2770	274868	717078
2771	274962	716966
2772	275062	716869
2773	275162	716771
2774	275256	716659
2775	275352	716552
2776	275452	716453
2777	275553	716359
2778	275652	716260
2779	275751	716161
2780	275855	716073
2781	275948	715959
2782	276047	715858
2783	276146	715759
2784	276242	715651
2785	276340	715548
2786	276444	715462
2787	276544	715366
2788	276643	715265
2789	276739	715158
2790	276839	715061
2791	276934	714952
2792	277031	714847
2793	277133	714754
2794	277229	714646
2795	277329	714549
2796	277429	714453
2797	277527	714349
2798	277625	714248
2799	277722	714143
2800	277823	714049
2801	277925	713957
2802	278029	713869
2803	278128	713771
2804	278224	713663
2805	278323	713562
2806	278420	713458
2807	278517	713353
2808	278613	713247
2809	278708	713137
2810	278810	713044
2811	278912	712952
2812	279012	712854
2813	279109	712749
2814	279212	712661
2815	279314	712570
2816	279413	712470
2817	279507	712356
2818	279603	712251
2819	279698	712139
2820	279806	712062
2821	279905	711963
2822	280002	711858
2823	280099	711753
2824	280201	711661
2825	280301	711565
2826	280402	711470
2827	280499	711365
2828	280593	711253
2829	280692	711153
2830	280794	711062
2831	280893	710961
2832	280995	710870
2833	281092	710765
2834	281192	710669
2835	281289	710562
2836	281386	710457
2837	281483	710353
2838	281582	710253
2839	281681	710155
2840	281783	710062
2841	281878	709952
2842	281976	709850
2843	282073	709745
2844	282171	709642
2845	282273	709550
2846	282373	709455
2847	282473	709356
2848	282570	709252
2849	282665	709142
2850	282767	709051
2851	282867	708955
2852	282969	708860
2853	283065	708754
2854	283167	708662
2855	283267	708566
2856	283363	708457
2857	283461	708356
2858	283558	708251
2859	283663	708166
2860	283758	708058
2861	283858	707960
2862	283959	707866
2863	284057	707763
2864	284159	707670
2865	284253	707559
2866	284350	707453
2867	284449	707354
2868	284548	707255
2869	284655	707176
2870	284751	707068
2871	284850	706968
2872	284952	706875
2873	285047	706767
2874	285147	706669
2875	285245	706567
2876	285341	706460
2877	285436	706350
2878	285536	706252
2879	285633	706148
2880	285733	706052
2881	285832	705952
2882	285930	705850
2883	286029	705751
2884	286127	705649
2885	286225	705546
2886	286323	705445
2887	286422	705344
2888	286519	705240
2889	286618	705141
2890	286715	705036
2891	286827	704968
2892	286924	704863
2893	287025	704768
2894	287126	704675
2895	287226	704577
2896	287320	704465
2897	287421	704370
2898	287517	704264
2899	287617	704166
2900	287717	704069
2901	287818	703975
2902	287916	703872
2903	288016	703775
2904	288115	703676
2905	288211	703570
2906	288309	703467
2907	288414	703381
2908	288515	703288
2909	288612	703183
2910	288708	703076
2911	288806	702974
2912	288902	702866
2913	288997	702757
2914	289095	702656
2915	289193	702553
2916	289294	702458
2917	289393	702359
2918	289493	702263
2919	289591	702160
2920	289691	702061
2921	289794	701973
2922	289891	701869
2923	289985	701757
2924	290082	701651
2925	290177	701543
2926	290276	701442
2927	290379	701353
2928	290478	701253
2929	290581	701165
2930	290677	701056
2931	290775	700954
2932	290869	700844
2933	290967	700742
2934	291066	700643
2935	291164	700541
2936	291264	700442
2937	291362	700342
2938	291465	700251
2939	291576	700179
2940	291673	700075
2941	291772	699977
2942	291872	699879
2943	291970	699778
2944	292071	699681
2945	292166	699572
2946	292267	699478
2947	292372	699391
2948	292473	699299
2949	292576	699209
2950	292673	699104
2951	292776	699014
2952	292875	698913
2953	292974	698814
2954	293082	698737
2955	293189	698656
2956	293298	698579
2957	293393	698472
2958	293493	698374
2959	293599	698290
2960	293702	698199
2961	293805	698110
2962	293905	698012
2963	294005	697915
2964	294113	697837
2965	294209	697730
2966	294303	697620
2967	294399	697512
2968	294496	697407
2969	294608	697339
2970	294750	697342
2971	294955	697491
2972	295198	697732
2973	295369	697803
2974	295504	697788
2975	295619	697725
2976	295749	697699
2977	295866	697640
2978	295978	697570
2979	296101	697528
2980	296226	697487
2981	296336	697413
2982	296448	697343
2983	296584	697331
2984	296718	697313
2985	296843	697274
2986	296969	697237
2987	297102	697216
2988	297220	697159
2989	297348	697128
2990	297470	697082
2991	297583	697014
2992	297729	697022
2993	297871	697024
2994	298003	697000
2995	298133	696971
2996	298309	697049
2997	298473	697100
2998	298597	697059
2999	298731	697040
3000	298848	696982
3001	298964	696921
3002	299090	696881
3003	299207	696823
3004	299363	696853
3005	299481	696796
3006	299614	696775
3007	299743	696744
3008	299858	696680
3009	300005	696689
3010	300180	696765
3011	300396	696934
3012	300604	697086
3013	300799	697208
3014	300936	697193
3015	301077	697189
3016	301281	697332
3017	301414	697307
3018	301566	697329
3019	301771	697472
3020	301919	697483
3021	302149	697682
3022	302385	697897
3023	302550	697947
3024	302737	698047
3025	302911	698118
3026	303050	698108
3027	303186	698089
3028	303342	698119
3029	303465	698070
3030	303585	698016
3031	303707	697966
3032	303823	697901
3033	303942	697844
3034	304059	697785
3035	304182	697735
3036	304308	697696
3037	304426	697636
3038	304554	697599
3039	304676	697548
3040	304793	697487
3041	304913	697433
3042	305036	697384
3043	305174	697369
3044	305326	697386
3045	305515	697489
3046	305711	697607
3047	306193	698377
3048	306536	698831
3049	306984	699521
3050	307262	699826
3051	307442	699905
3052	307669	700091
3053	307886	700256
3054	308079	700364
3055	308304	700544
3056	308485	700625
3057	308659	700691
3058	308779	700634
3059	308942	700673
3060	309090	700679
3061	309248	700706
3062	309402	700726
3063	309547	700725
3064	309684	700704
3065	309825	700694
3066	309962	700675
3067	310094	700644
3068	310236	700635
3069	310381	700634
3070	310519	700615
3071	310673	700632
3072	310816	700627
3073	310953	700606
3074	311129	700673
3075	311358	700861
3076	311546	700953
3077	311687	700943
3078	311835	700947
3079	311971	700923
3080	312119	700927
3081	312270	700935
3082	312418	700940
3083	312632	701090
3084	312785	701104
3085	312916	701071
3086	313079	701107
3087	313210	701072
3088	313352	701062
3089	313498	701059
3090	313632	701030
3091	313770	701011
3092	313901	700976
3093	314046	700972
3094	314219	701029
3095	314357	701009
3096	314503	701007
3097	314648	701001
3098	314831	701081
3099	315092	701334
3100	315314	701501
3101	315465	701509
3102	315621	701528
3103	315747	701479
3104	315894	701479
3105	316046	701489
3106	316211	701528
3107	316362	701535
3108	316499	701511
3109	316617	701445
3110	316727	701360
3111	316832	701266
3112	316946	701192
3113	317055	701105
3114	317164	701019
3115	317266	700919
3116	317374	700831
3117	317483	700744
3118	317589	700652
3119	317699	700568
3120	317810	700487
3121	317921	700405
3122	318028	700315
3123	318136	700225
3124	318242	700132
3125	318351	700046
3126	318456	699953
3127	318613	699971
3128	318759	699966
3129	318862	699867
3130	318981	699802
3131	319083	699701
3132	319197	699625
3133	319325	699580
3134	319440	699507
3135	319556	699437
3136	319678	699380
3137	319779	699276
3138	319881	699174
3139	319982	699069
3140	320089	698978
3141	320214	698928
3142	320337	698871
3143	320454	698801
3144	320557	698703
3145	320660	698603
3146	320758	698493
3147	320854	698379
3148	320955	698273
3149	321055	698168
3150	321163	698080
3151	321269	697985
3152	321367	697875
3153	321469	697773
3154	321566	697662
3155	321674	697572
3156	321795	697513
3157	321901	697418
3158	322006	697323
3159	322110	697226
3160	322234	697172
3161	322350	697099
3162	322457	697010
3163	322558	696905
3164	322688	696863
3165	322808	696802
3166	322926	696734
3167	323045	696669
3168	323162	696598
3169	323286	696543
3170	323405	696480
3171	323524	696413
3172	323634	696329
3173	323738	696231
3174	323843	696136
3175	323978	696105
3176	324099	696042
3177	324217	695975
3178	324328	695894
3179	324456	695847
3180	324564	695757
3181	324692	695710
3182	324827	695680
3183	324933	695586
3184	325066	695551
3185	325214	695547
3186	325351	695519
3187	325460	695431
3188	325575	695357
3189	325686	695274
3190	325805	695208
3191	325924	695141
3192	326025	695038
3193	326129	694940
3194	326271	694922
3195	326405	694888
3196	326597	694977
3197	326783	695054
3198	326894	694969
3199	326996	694868
3200	327104	694776
3201	327209	694681
3202	327320	694598
3203	327427	694505
3204	327533	694411
3205	327644	694328
3206	327749	694231
3207	327863	694155
3208	327973	694068
3209	328077	693971
3210	328183	693877
3211	328289	693781
3212	328403	693704
3213	328507	693606
3214	328610	693506
3215	328712	693403
3216	328817	693306
