iter	RMSE
135	1.062029613
136	1.061600849
137	1.061050546
138	1.060510534
139	1.060080812
140	1.059573202
141	1.059169687
142	1.058661959
143	1.058241897
144	1.057723731
145	1.057222373
146	1.05673519
147	1.056284293
148	1.055875724
149	1.055486706
150	1.05507617
151	1.05460267
152	1.054111342
153	1.053747757
154	1.05344724
155	1.05302772
156	1.052605245
157	1.052072227
158	1.051716122
159	1.051253536
160	1.050778096
161	1.050287737
162	1.049915416
163	1.049676074
164	1.049186531
165	1.048697528
166	1.048330907
167	1.047876081
168	1.047439688
169	1.047009286
170	1.046592528
171	1.046211832
172	1.045799494
173	1.045379259
174	1.044903809
175	1.04459843
176	1.044268235
177	1.043899996
178	1.043486379
179	1.043100333
180	1.042705981
181	1.042398054
182	1.042039564
183	1.041546505
184	1.041193948
185	1.040794128
186	1.040363086
187	1.040031233
188	1.039542207
189	1.039106631
190	1.038860265
191	1.038453547
192	1.038102475
193	1.037698458
194	1.037320261
195	1.036989317
196	1.036626652
197	1.0362585
198	1.035886873
199	1.035489536
200	1.035190552
201	1.034864181
202	1.034585521
203	1.034257417
204	1.033912359
205	1.033618729
206	1.033343864
207	1.032889494
208	1.032589235
209	1.032198586
210	1.031828184
211	1.031467196
212	1.031159421
213	1.030762391
214	1.030478911
215	1.030184515
216	1.029747097
217	1.029426785
218	1.029043685
219	1.028771658
220	1.028565735
221	1.028260033
222	1.027928292
223	1.027638797
224	1.027323572
225	1.026975558
226	1.026598234
227	1.026271009
228	1.025960175
229	1.025548687
230	1.025143837
231	1.024778353
232	1.024492677
233	1.024163026
234	1.023891266
235	1.023512872
236	1.023086087
237	1.022712122
238	1.022421675
239	1.022204632
240	1.02197906
241	1.021689337
242	1.02143343
243	1.021081967
244	1.020771545
245	1.020420301
246	1.020151434
247	1.019784892
248	1.019421789
249	1.019103229
250	1.018723972
251	1.018337695
252	1.018030183
253	1.017716722
254	1.017445804
255	1.017093826
256	1.01678013
257	1.016513599
258	1.016222522
259	1.015982674
260	1.015725038
261	1.015450276
262	1.015059891
263	1.014759049
264	1.014332263
265	1.014095488
266	1.013801163
267	1.013482643
268	1.013181907
269	1.012950499
270	1.012733879
271	1.012457021
272	1.012054416
273	1.011786022
274	1.011458122
275	1.011143175
276	1.010868233
277	1.010578137
278	1.010314753
279	1.010023833
280	1.009831812
281	1.009594101
282	1.009368105
283	1.009085323
284	1.008833597
285	1.008550318
286	1.008274806
287	1.007943695
288	1.007594269
289	1.007305653
290	1.007009095
291	1.006719629
292	1.006447986
293	1.00608953
294	1.005710759
295	1.005409324
296	1.005119165
297	1.004882639
298	1.004622263
299	1.004345652
300	1.004135011
301	1.00369747
302	1.003447933
303	1.003141922
304	1.00282739
305	1.00259768
306	1.002291995
307	1.001994759
308	1.001705377
309	1.001517477
310	1.001236919
311	1.000934913
312	1.000632914
313	1.000314137
314	1.000125999
315	0.9998481703
316	0.9995836843
317	0.9992018203
318	0.9989319715
319	0.9987457527
320	0.9984824287
321	0.9981985429
322	0.9979667324
323	0.9976140637
324	0.9974719493
325	0.9971713413
326	0.9968359054
327	0.9965824841
328	0.9962576959
329	0.9959485588
330	0.9957027351
331	0.995490852
332	0.9953474867
333	0.9951250328
334	0.9949111633
335	0.9946755803
336	0.9944534322
337	0.994208048
338	0.9940183543
339	0.9938279959
340	0.9936163096
341	0.993424818
342	0.9931338134
343	0.9929398865
344	0.9927386212
345	0.9924752959
346	0.9921983868
347	0.9918632946
348	0.991641265
349	0.9913935733
350	0.9911949073
351	0.9909214035
352	0.9907832682
353	0.9905030549
354	0.9902337437
355	0.9900469025
356	0.9898032693
357	0.9895860945
358	0.9893367732
359	0.9891732485
360	0.9890109636
361	0.9888092913
362	0.9885671779
363	0.9884158274
364	0.988073697
365	0.9878434261
366	0.9876194777
367	0.9873699258
368	0.987192589
369	0.9870544815
370	0.9868898655
371	0.9865369065
372	0.9862695503
373	0.986019337
374	0.9857411274
375	0.985453119
376	0.9852119958
377	0.9849427152
378	0.9846946932
379	0.9845203868
380	0.9843135846
381	0.9841096977
382	0.9838032616
383	0.9836545346
384	0.9833658977
385	0.9830615208
386	0.9827103407
387	0.9825474672
388	0.9823782833
389	0.9820499535
390	0.9817850487
391	0.9815261027
392	0.9813229291
393	0.9810015882
394	0.9807746266
395	0.9804918208
396	0.9803322097
397	0.9801539358
398	0.9800030063
399	0.9798354789
400	0.9795621247
401	0.9793444446
402	0.9790514992
403	0.9787898144
404	0.9785995061
405	0.9783918393
406	0.9781312473
407	0.9778967968
408	0.9776815844
409	0.9774835207
410	0.9773474671
411	0.9769902214
412	0.9767019213
413	0.9764086462
414	0.9761905557
415	0.9759887922
416	0.9757203015
417	0.9754600453
418	0.975276261
419	0.9750584399
420	0.9748606665
421	0.9745654786
422	0.9743750175
423	0.9742049655
424	0.9741749284
425	0.9740344537
426	0.973775335
427	0.9736433205
428	0.9734274082
429	0.973115369
430	0.9728742242
431	0.9726884844
432	0.9724828847
433	0.9722825188
434	0.9719568174
435	0.9717310617
436	0.9713965826
437	0.971188263
438	0.9710342878
439	0.9708520715
440	0.9706280387
441	0.9704771407
442	0.97022309
443	0.9700426756
444	0.9697828328
445	0.9695287827
446	0.969350642
447	0.9691101925
448	0.9689027853
449	0.9687353401
450	0.9685405426
451	0.9684267851
452	0.9682687752
453	0.968071192
454	0.9678257263
455	0.9675594704
456	0.9673902752
457	0.9672562271
458	0.9671530596
459	0.9669785429
460	0.9667572024
461	0.9665242854
462	0.9663195043
463	0.966145427
464	0.9659802422
465	0.9657965368
466	0.9655350332
467	0.9653924347
468	0.9652192085
469	0.9651109191
470	0.9649189496
471	0.9647323037
472	0.9645005189
473	0.9642541998
474	0.9641352258
475	0.9638727198
476	0.963579341
477	0.9632737261
478	0.9629757015
479	0.962722184
480	0.9625536454
481	0.9624274144
482	0.962159638
483	0.9619477264
484	0.9617330524
485	0.9614388419
486	0.9611929754
487	0.9610499058
488	0.9609102298
489	0.9607369176
490	0.9605262523
491	0.9602942853
492	0.960064647
493	0.959900962
494	0.959680246
495	0.9595048728
496	0.959299663
497	0.9591258728
498	0.9589069267
499	0.958759493
500	0.9586298064
501	0.9584701658
502	0.9582295675
503	0.9580579103
504	0.9579386038
505	0.9577431854
506	0.9575801892
507	0.9573607829
508	0.9571028223
509	0.9568846155
510	0.9567362936
511	0.9564827763
512	0.9562208168
513	0.956031197
514	0.9558060103
515	0.9556020844
516	0.9552481689
517	0.9550970267
518	0.9548408409
519	0.9546872276
520	0.9545315693
521	0.9542850679
522	0.9541161809
523	0.9538481637
524	0.9536963879
525	0.9535921817
526	0.953360956
527	0.9531866239
528	0.9529991176
529	0.952784859
530	0.9525405056
531	0.9523011666
532	0.9521814733
533	0.9518881817
534	0.9516790208
535	0.9514436425
536	0.9512800866
537	0.951057892
538	0.9509112035
539	0.9507222424
540	0.9505924692
541	0.9504429349
542	0.9502347495
543	0.9500433482
544	0.9499252259
545	0.9497801823
546	0.9496707508
547	0.9495199364
548	0.9493606581
549	0.9491465447
550	0.9490260618
551	0.9488205448
552	0.9485088147
553	0.9483848587
554	0.9482218621
555	0.9480806175
556	0.9479024939
557	0.9478321897
558	0.9477178261
559	0.9474886293
560	0.9473478405
561	0.9470947733
562	0.9468702414
563	0.9467295742
564	0.9465053311
565	0.9462687682
566	0.9461164798
567	0.9459763751
568	0.9458173631
569	0.9457113368
570	0.9455711966
571	0.9453832586
572	0.9452789634
573	0.945043136
574	0.9448370281
575	0.9446828028
576	0.9444946329
577	0.9444102565
578	0.9441300967
579	0.944039167
580	0.9438732532
581	0.9436985668
582	0.9434824363
583	0.9432517315
584	0.9431044858
585	0.9428988271
586	0.942628097
587	0.9425465147
588	0.9424128937
589	0.9422744424
590	0.9420594305
591	0.9418524814
592	0.9416013964
593	0.9414219505
594	0.9412135611
595	0.9410091103
596	0.9408144638
597	0.9405798906
598	0.9404091198
599	0.9402485446
600	0.9400318534
601	0.9398514016
602	0.939720069
603	0.9395637619
604	0.939444502
605	0.939196334
606	0.9390029398
607	0.9387932032
608	0.9386157936
609	0.9383855779
610	0.9381827962
611	0.9380922587
612	0.9378524256
613	0.9377378735
614	0.9376152599
615	0.9374145978
616	0.9372085883
617	0.9370312529
618	0.936921727
619	0.9367139045
620	0.9365050038
621	0.9363655375
622	0.9361782397
623	0.9359988806
624	0.9357681877
625	0.9356633129
626	0.9355388322
627	0.9353383918
628	0.9352383141
629	0.9351010782
630	0.9349216646
631	0.9347062036
632	0.9345578715
633	0.9343083696
634	0.9341699263
635	0.933976098
636	0.933785338
637	0.933599247
638	0.9334071175
639	0.9332499188
640	0.9330579713
641	0.9327782386
642	0.9326020636
643	0.9324015965
644	0.9322504213
645	0.9321158058
646	0.931961862
647	0.9317513175
648	0.9316495981
649	0.9314295444
650	0.9312624452
651	0.9311048706
652	0.9307785179
653	0.930545596
654	0.9304047244
655	0.9302274069
656	0.930123117
657	0.9299545957
658	0.9297792645
659	0.9296439606
660	0.9294829834
661	0.9293821451
662	0.9291823133
663	0.9290232038
664	0.9288191288
665	0.9286497677
666	0.928437327
667	0.9281481648
668	0.9279716177
669	0.9277976341
670	0.927610351
671	0.9274058743
672	0.9271711356
673	0.9270480386
674	0.926767341
675	0.9266406569
676	0.9265012479
677	0.9262864906
678	0.926187707
679	0.9259870606
680	0.925836591
681	0.9256570305
682	0.9253969213
683	0.9252122956
684	0.9250301944
685	0.9247490092
686	0.9245838033
687	0.9244635369
688	0.9242681739
689	0.9240800952
690	0.9239131953
691	0.92376735
692	0.923630137
693	0.9234133533
694	0.923276014
695	0.9230698746
696	0.922812685
697	0.9226249322
698	0.9224864437
699	0.9223786648
700	0.9222398532
701	0.9220968232
702	0.9219017341
703	0.9217462713
704	0.9215955526
705	0.9214955544
706	0.9213799034
707	0.9212217155
708	0.9210643989
709	0.9209176026
710	0.9207194732
711	0.9205848445
712	0.9204184148
713	0.9202470201
714	0.9200447607
715	0.9198745846
716	0.9196188801
717	0.9194578172
718	0.9192959265
719	0.919108466
720	0.9189992298
721	0.9188790594
722	0.9187443803
723	0.9185017193
724	0.9182387855
725	0.9181412277
726	0.9179448095
727	0.9177701396
728	0.9175769548
729	0.9173706591
730	0.9171754399
731	0.9169421251
732	0.9167515149
733	0.9165413108
734	0.9164023244
735	0.9162853291
736	0.9160955961
737	0.9158882968
738	0.9157205063
739	0.915509275
740	0.9153594148
741	0.9151811696
742	0.9150410135
743	0.9149314662
744	0.9148318856
745	0.9145884136
746	0.914485467
747	0.9143049837
748	0.9141617189
749	0.9139728417
750	0.9137888379
751	0.9136115568
752	0.9133269069
753	0.9131397534
754	0.9130070248
755	0.912873867
756	0.9126462502
757	0.9123730881
758	0.9122189849
759	0.9120295183
760	0.9118122325
761	0.9115692168
762	0.9114213577
763	0.91122158
764	0.9111197439
765	0.9109671549
766	0.9106906426
767	0.9104443766
768	0.9102268795
769	0.9100931007
770	0.9098256346
771	0.9096864082
772	0.9095219453
773	0.9093194733
774	0.9091450192
775	0.9090221463
776	0.9088532404
777	0.9086932759
778	0.9084472453
779	0.908253643
780	0.9081186712
781	0.9079788902
782	0.9078350427
783	0.9077244307
784	0.9076146503
785	0.9074785879
786	0.9073046876
787	0.907171631
788	0.9070303471
789	0.9069090675
790	0.9067978406
791	0.9065926999
792	0.90634025
793	0.9060217157
794	0.9058844296
795	0.9057452375
796	0.9055741339
797	0.9053604009
798	0.9052049227
799	0.9049980712
800	0.9048682514
801	0.9047139633
802	0.9045645194
803	0.9045080729
804	0.9043493269
805	0.9042499113
806	0.9040980972
807	0.903872263
808	0.9037056638
809	0.9036357223
810	0.9034268577
811	0.903183336
812	0.9030546225
813	0.9029873343
814	0.9028645662
815	0.9027050678
816	0.9025559817
817	0.9024082114
818	0.9021763248
819	0.9020810826
820	0.9019160327
821	0.9016507986
822	0.9015452641
823	0.9012700271
824	0.9011116562
825	0.9009697215
826	0.9007893847
827	0.9006375056
828	0.9004750988
829	0.9002578813
830	0.900116411
831	0.899918174
832	0.899827577
833	0.8996652516
834	0.8994923484
835	0.8993165271
836	0.8991059699
837	0.8989660772
838	0.8987925228
839	0.8986166701
840	0.8984551971
841	0.8982706754
842	0.8981017022
843	0.8979375674
844	0.8977188177
845	0.8975158838
846	0.8973855293
847	0.897252783
848	0.8971113327
849	0.8969699054
850	0.8968253121
851	0.8966754435
852	0.8965664315
853	0.8964475269
854	0.8962270595
855	0.8961227344
856	0.8960116259
857	0.8958237814
858	0.8957059686
859	0.8955793254
860	0.8954177414
861	0.8952665517
862	0.8951348926
863	0.8950077692
864	0.8948155145
865	0.8945696866
866	0.8944181274
867	0.8942133875
868	0.8940859081
869	0.8938519558
870	0.8937161246
871	0.8935635925
872	0.8934092043
873	0.8932909138
874	0.8931836735
875	0.8929463114
876	0.8928229981
877	0.8926497897
878	0.8924874482
879	0.8923263864
880	0.892085543
881	0.8919450716
882	0.8917133409
883	0.8915867746
884	0.8913972048
885	0.8912322645
886	0.891131673
887	0.8909391981
888	0.890790254
889	0.8906240639
890	0.890488247
891	0.8903357147
892	0.8901554076
893	0.890047943
894	0.8898619863
895	0.8897115377
896	0.8896173993
897	0.8894810818
898	0.8893415855
899	0.8892044567
900	0.8890410141
901	0.8889411125
902	0.8888210932
903	0.8886861023
904	0.8885236222
905	0.8884260547
906	0.8882973836
907	0.888116061
908	0.8879014102
909	0.8877830958
910	0.8875930485
911	0.8874041686
912	0.8872353177
913	0.8870793594
914	0.886987599
915	0.8868973877
916	0.8867529755
917	0.8864468403
918	0.8863220763
919	0.8861936937
920	0.8861403283
921	0.8858382409
922	0.885649632
923	0.885520952
924	0.8852643824
925	0.8850997691
926	0.8848340009
927	0.8845706909
928	0.8844086632
929	0.8843102939
930	0.8841721327
931	0.8841125539
932	0.8839754369
933	0.8838129897
934	0.8836679476
935	0.8835362717
936	0.8832963677
937	0.8831228811
938	0.8829583425
939	0.8828217714
940	0.8827397751
941	0.8825736064
942	0.8824720941
943	0.8822337942
944	0.8820524442
945	0.8819365029
946	0.881772389
947	0.8815724389
948	0.8813769011
949	0.8811837541
950	0.8809628621
951	0.8808613588
952	0.8807137466
953	0.8805806106
954	0.8804458811
955	0.8802886146
956	0.8800313252
957	0.8798767612
958	0.8797005196
959	0.8794764684
960	0.8793087693
961	0.8791814116
962	0.8789425142
963	0.8788236339
964	0.8785890584
965	0.8783565112
966	0.8782242387
967	0.878083763
968	0.8779233693
969	0.8777266917
970	0.8776059463
971	0.8774086336
972	0.8772047752
973	0.8770540513
974	0.8769346339
975	0.8768203811
976	0.8766751861
977	0.8764540148
978	0.8762976175
979	0.8761575724
980	0.8760252171
981	0.875804367
982	0.8757051484
983	0.8755374134
984	0.8752677264
985	0.8751594487
986	0.8749571153
987	0.8747740561
988	0.8746063459
989	0.8744990084
990	0.8743058436
991	0.8741859392
992	0.8740759253
993	0.8738582696
994	0.8737193249
995	0.873528009
996	0.8732858758
997	0.8730758926
998	0.8729985505
999	0.8728274486
1000	0.872727303
1001	0.8725139142
1002	0.8723769876
1003	0.8722799298
1004	0.8720739398
1005	0.8719700444
1006	0.8718849787
1007	0.871676991
1008	0.8715657023
1009	0.8714123366
1010	0.8713197055
1011	0.8711828117
1012	0.8710920225
1013	0.8708809403
1014	0.8707202156
1015	0.8705741605
1016	0.8702954725
1017	0.870185157
1018	0.870048265
1019	0.8699484415
1020	0.8697696303
1021	0.8696641576
1022	0.8694329281
1023	0.8692838665
1024	0.8690966599
1025	0.868920924
1026	0.8687607514
1027	0.8686034442
1028	0.8684248217
1029	0.8683224879
1030	0.8682304991
1031	0.8681218948
1032	0.8679986853
1033	0.8678157138
1034	0.8675877654
1035	0.8674159804
1036	0.8672456487
1037	0.8670737397
1038	0.8669718515
1039	0.8667667283
1040	0.8666546253
1041	0.8665456084
1042	0.8663401828
1043	0.8661888585
1044	0.8660656626
1045	0.865932889
1046	0.8657581003
1047	0.8656454702
1048	0.8654852203
1049	0.8652449115
1050	0.8650589877
1051	0.8649179316
1052	0.8647608893
1053	0.8644825161
1054	0.8644126622
1055	0.8642471454
1056	0.8640405595
1057	0.8639250613
1058	0.8637979426
1059	0.8636667488
1060	0.8634710586
1061	0.8632969871
1062	0.8631962056
1063	0.8630320183
1064	0.8628428392
1065	0.8627241716
1066	0.8626005121
1067	0.8623924634
1068	0.8622718473
1069	0.8620268647
1070	0.8619152347
1071	0.8618378305
1072	0.8616146608
1073	0.8614460574
1074	0.8613043959
1075	0.861148666
1076	0.8609726594
1077	0.8608380345
1078	0.8605494391
1079	0.8603148838
1080	0.8601261218
1081	0.8600084819
1082	0.8597772154
1083	0.8596171239
1084	0.8595013587
1085	0.8593197928
1086	0.8591552404
1087	0.8589984363
1088	0.8588526641
1089	0.8587095514
1090	0.8585854883
1091	0.8584690847
1092	0.8583111547
1093	0.8581741279
1094	0.8580418009
1095	0.8579332251
1096	0.8577514576
1097	0.8576397322
1098	0.8575234529
1099	0.8574056208
1100	0.857290054
1101	0.8570489503
1102	0.8568542726
1103	0.8566412988
1104	0.8565286355
1105	0.8562865838
1106	0.8561372895
1107	0.8560087486
1108	0.8557688843
1109	0.8556325812
1110	0.85547933
1111	0.8553560109
1112	0.8551945184
1113	0.855034527
1114	0.8547489807
1115	0.8544722128
1116	0.8543456939
1117	0.8542309521
1118	0.8540950039
1119	0.8539011628
1120	0.8537482801
1121	0.853614391
1122	0.8534058478
1123	0.8532630498
1124	0.8531587387
1125	0.8530276471
1126	0.8528421768
1127	0.8527089561
1128	0.8525527249
1129	0.8523395169
1130	0.8521542072
1131	0.8518099336
1132	0.8516141525
1133	0.8515129053
1134	0.851426804
1135	0.851227221
1136	0.8511156988
1137	0.8508415796
1138	0.850742127
1139	0.8505440752
1140	0.8503136272
1141	0.8501748926
1142	0.8500536084
1143	0.8498641946
1144	0.8497415689
1145	0.849584802
1146	0.8494479457
1147	0.8493394318
1148	0.8491766311
1149	0.8490724288
1150	0.8489287428
1151	0.8488423432
1152	0.8486656069
1153	0.8484756967
1154	0.8482561596
1155	0.8480786104
1156	0.8479092105
1157	0.8477865288
1158	0.847544632
1159	0.8474601148
1160	0.847316797
1161	0.8471923603
1162	0.8469943195
1163	0.8467999123
1164	0.8466597525
1165	0.8464831579
1166	0.8463307575
1167	0.846065705
1168	0.8459054666
1169	0.8457712694
1170	0.8456444183
1171	0.8454787974
1172	0.8453781041
1173	0.8451735609
1174	0.8449596181
1175	0.8447804393
1176	0.8445594365
1177	0.8443831
1178	0.8442239263
1179	0.8440531263
1180	0.8439363065
1181	0.8437521784
1182	0.8436419044
1183	0.8434251174
1184	0.8433072808
1185	0.8432114426
1186	0.8430795329
1187	0.8429598042
1188	0.8428277895
1189	0.8427118401
1190	0.8425242994
1191	0.8423509648
1192	0.8421912401
1193	0.8420277628
1194	0.841836422
1195	0.8416476319
1196	0.8415451054
1197	0.8414064866
1198	0.8411949051
1199	0.8410224091
1200	0.8408237022
1201	0.8406758451
1202	0.8404028877
1203	0.8402520234
1204	0.8401422074
1205	0.8399291979
1206	0.8398200948
1207	0.8396100091
1208	0.839505793
1209	0.8393606953
1210	0.8391890023
1211	0.8390869245
1212	0.8389285387
1213	0.8386330301
1214	0.8384753045
1215	0.8383410507
1216	0.8381687641
1217	0.8379846374
1218	0.8378423007
1219	0.8376226991
1220	0.8374038173
1221	0.8372404078
1222	0.8370294738
1223	0.8368739077
1224	0.8367451982
1225	0.8366266225
1226	0.8364509176
1227	0.8362362832
1228	0.836039566
1229	0.8358461502
1230	0.8356390701
1231	0.8355559114
1232	0.8353433779
1233	0.8352451212
1234	0.8349839992
1235	0.8348275062
1236	0.8346186907
1237	0.8344794013
1238	0.8343227086
1239	0.8341944293
1240	0.8339852894
1241	0.8338724602
1242	0.8337498504
1243	0.8335446084
1244	0.8334002365
1245	0.8331668117
1246	0.833032096
1247	0.8328090492
1248	0.8326616851
1249	0.8325286909
1250	0.8323376188
1251	0.8322004023
1252	0.8319777358
1253	0.8317546061
1254	0.8316511078
1255	0.8313437516
1256	0.8312323165
1257	0.8311318714
1258	0.831033849
1259	0.8309074052
1260	0.8308323332
1261	0.8306541537
1262	0.8304643349
1263	0.8302571034
1264	0.8300755385
1265	0.8299834741
1266	0.829855352
1267	0.8297176995
1268	0.8295785939
1269	0.8294494634
1270	0.8293059834
1271	0.8290436434
1272	0.8289031005
1273	0.8286996074
1274	0.828491857
1275	0.8283030658
1276	0.8281616491
1277	0.828022832
1278	0.8277983459
1279	0.8276502295
1280	0.8275361673
1281	0.8274252433
1282	0.8273163444
1283	0.8271106385
1284	0.8269178564
1285	0.8268105396
1286	0.8266307032
1287	0.8264608832
1288	0.8262821969
1289	0.8261361724
1290	0.8259891872
1291	0.8258908066
1292	0.8256670632
1293	0.8254940121
1294	0.8252348611
1295	0.825068115
1296	0.824881973
1297	0.8247499602
1298	0.8246017951
1299	0.8243696997
1300	0.8242388497
1301	0.82409956
1302	0.8238316086
1303	0.8236995094
1304	0.8234853856
1305	0.8233438614
1306	0.8231626663
1307	0.8229880783
1308	0.8228210655
1309	0.8226975318
1310	0.8226029792
1311	0.8223634371
1312	0.8222257902
1313	0.8220760443
1314	0.8220151583
1315	0.821885556
1316	0.8217525838
1317	0.821611062
1318	0.8215174074
1319	0.8214009015
1320	0.8212196269
1321	0.8210380943
1322	0.8209200738
1323	0.8208103561
1324	0.8206385325
1325	0.820472276
1326	0.8203048579
1327	0.8201174752
1328	0.8200235705
1329	0.8198614838
1330	0.8196989957
1331	0.8195920985
1332	0.8194475053
1333	0.8192888836
1334	0.8191663814
1335	0.8189992648
1336	0.818768512
1337	0.8186548209
1338	0.8185121405
1339	0.8183627994
1340	0.8182175261
1341	0.8180410571
1342	0.8178558884
1343	0.8176757032
1344	0.8175099467
1345	0.8173469539
1346	0.8172641969
1347	0.8170572557
1348	0.8168809885
1349	0.8167391043
1350	0.8165899742
1351	0.8164598855
1352	0.8163299817
1353	0.8161505002
1354	0.8159865922
1355	0.8159241085
1356	0.8157664701
1357	0.8156371185
1358	0.8155181658
1359	0.8153309369
1360	0.815232355
1361	0.8151295907
1362	0.8149921398
1363	0.8148874914
1364	0.8147340111
1365	0.8145230304
1366	0.8143132463
1367	0.8141943012
1368	0.8140381893
1369	0.8138699639
1370	0.81377959
1371	0.8136384305
1372	0.8134307023
1373	0.8131969777
1374	0.8129737296
1375	0.8127749345
1376	0.8126426606
1377	0.8125142288
1378	0.8123451395
1379	0.8121797484
1380	0.8120412893
1381	0.8118582791
1382	0.8117229757
1383	0.8115502196
1384	0.8114117234
1385	0.8112623417
1386	0.8111953895
1387	0.8110718037
1388	0.8108919382
1389	0.8107157925
1390	0.8105369905
1391	0.8104443784
1392	0.810291815
1393	0.8101607922
1394	0.810046088
1395	0.8098754471
1396	0.8097326523
1397	0.809529908
1398	0.8093575115
1399	0.8092060986
1400	0.8091111699
1401	0.8089384695
1402	0.8087338897
1403	0.8086746747
1404	0.808575944
1405	0.8084578447
1406	0.8083505404
1407	0.8081580202
1408	0.8080560498
1409	0.8079068904
1410	0.8077661574
1411	0.8075327447
1412	0.8074199299
1413	0.8072873277
1414	0.8071364902
1415	0.8070600068
1416	0.8069208535
1417	0.8066576229
1418	0.8064301201
1419	0.8063315298
1420	0.8061759095
1421	0.8060499834
1422	0.8058977333
1423	0.805778639
1424	0.8056350585
1425	0.805467289
1426	0.8053103819
1427	0.8051386815
1428	0.8050246053
1429	0.8048311293
1430	0.8047282052
1431	0.8045869611
1432	0.8043603387
1433	0.8041790289
1434	0.8038154239
1435	0.8037058445
1436	0.8035690108
1437	0.8033974112
1438	0.8031972499
1439	0.8030372791
1440	0.8029523382
1441	0.8027910978
1442	0.8026505292
1443	0.8024303997
1444	0.8022712261
1445	0.802068585
1446	0.8019919187
1447	0.801901791
1448	0.8017495325
1449	0.8016335013
1450	0.8014973999
1451	0.801342801
1452	0.8011462406
1453	0.8010884404
1454	0.8009665557
1455	0.8008543087
1456	0.8007135762
1457	0.8006017257
1458	0.8004411597
1459	0.8003280807
1460	0.8002113683
1461	0.8000412033
1462	0.7999038795
1463	0.7997955595
1464	0.799566209
1465	0.7994272283
1466	0.7992155932
1467	0.7990709795
1468	0.7989626389
1469	0.7988334181
1470	0.7987227427
1471	0.7985656812
1472	0.7983808662
1473	0.7981279728
1474	0.7978996347
1475	0.7978098132
1476	0.797652632
1477	0.7975624114
1478	0.797369754
1479	0.7972566965
1480	0.7970407986
1481	0.7968353995
1482	0.7967177431
1483	0.7965498346
1484	0.7963745962
1485	0.7962075909
1486	0.7960141879
1487	0.7958275185
1488	0.7956783271
1489	0.7955196917
1490	0.7953825313
1491	0.7952710537
1492	0.7951690104
1493	0.7950519207
1494	0.7949386803
1495	0.7947700652
1496	0.7946155193
1497	0.7945092045
1498	0.7943975025
1499	0.7942814186
1500	0.7941463225
1501	0.7940271098
1502	0.7938589895
1503	0.7937169146
1504	0.7935955882
1505	0.793355091
1506	0.7931451616
1507	0.793057346
1508	0.7928791954
1509	0.7926810196
1510	0.7925008051
1511	0.7923693407
1512	0.7921479901
1513	0.7919853242
1514	0.7918553765
1515	0.7916354548
1516	0.7915246237
1517	0.7914265153
1518	0.791294455
1519	0.7911868924
1520	0.79101135
1521	0.790905859
1522	0.7907448477
1523	0.7905950195
1524	0.7904913001
1525	0.7902954142
1526	0.7901316433
1527	0.7899910343
1528	0.7898007287
1529	0.7896440729
1530	0.7895125612
1531	0.7894014064
1532	0.7892036833
1533	0.7890695193
1534	0.7888690999
1535	0.7888187193
1536	0.7887035375
1537	0.7885810866
1538	0.7884445
1539	0.7883352812
1540	0.7881610555
1541	0.7880356346
1542	0.787884109
