iter	RMSE
1543	0.7876551571
1544	0.7874430932
1545	0.7872751427
1546	0.7870849289
1547	0.7869439988
1548	0.7867659662
1549	0.7865251075
1550	0.7862759019
1551	0.7861267991
1552	0.7859659617
1553	0.7858465004
1554	0.7856633313
1555	0.7855490918
1556	0.7854317417
1557	0.7852434664
1558	0.7851063275
1559	0.7849805321
1560	0.7848482304
1561	0.7847303602
1562	0.7845175805
1563	0.7842893722
1564	0.7841361368
1565	0.7839715194
1566	0.783885651
1567	0.7837057898
1568	0.7836011903
1569	0.7833509835
1570	0.7832171449
1571	0.7830846127
1572	0.782959135
1573	0.7828120273
1574	0.7827209731
1575	0.7825102834
1576	0.7823442113
1577	0.7822095936
1578	0.7820751515
1579	0.7819521698
1580	0.7817827173
1581	0.7815484126
1582	0.7813459985
1583	0.7811981006
1584	0.7810626303
1585	0.780897045
1586	0.7807765558
1587	0.780667751
1588	0.7806198692
1589	0.7805333527
1590	0.7803757335
1591	0.7801996119
1592	0.7800091484
1593	0.779819113
1594	0.7796356953
1595	0.7794803788
1596	0.7793555081
1597	0.7791681754
1598	0.778933923
1599	0.7787575503
1600	0.7784839894
1601	0.7783916746
1602	0.7780877408
1603	0.7778725732
1604	0.7777764269
1605	0.7776525238
1606	0.7775299814
1607	0.7774002424
1608	0.7772122535
1609	0.7771052305
1610	0.7769269439
1611	0.7768586661
1612	0.7766923271
1613	0.7765058562
1614	0.7763954737
1615	0.7762657584
1616	0.7761538087
1617	0.7759621155
1618	0.7758436065
1619	0.7757354273
1620	0.7755528832
1621	0.7753872427
1622	0.7752360341
1623	0.7751007489
1624	0.7749973475
1625	0.7748521428
1626	0.7747400852
1627	0.7745939136
1628	0.7744380036
1629	0.7742979533
1630	0.7741547106
1631	0.773986779
1632	0.7738025576
1633	0.7736976239
1634	0.773527685
1635	0.773333102
1636	0.7731810876
1637	0.7730118365
1638	0.7728964843
1639	0.7727183791
1640	0.7726023851
1641	0.7724908181
1642	0.7723356954
1643	0.7721895136
1644	0.7720382172
1645	0.7719543008
1646	0.7717508223
1647	0.7715946897
1648	0.7715163221
1649	0.7713664445
1650	0.7711497625
1651	0.77104812
1652	0.770846822
1653	0.7706942453
1654	0.7704960169
1655	0.7703011352
1656	0.7701563825
1657	0.7700585537
1658	0.7699221783
1659	0.7697976175
1660	0.7696877805
1661	0.7694833435
1662	0.7692907245
1663	0.7691567779
1664	0.7690447742
1665	0.7688711562
1666	0.7687490912
1667	0.7685773483
1668	0.7684314043
1669	0.7682570985
1670	0.7681240551
1671	0.768029008
1672	0.7678837992
1673	0.7676909203
1674	0.7675981496
1675	0.7674390355
1676	0.767341877
1677	0.7671542491
1678	0.7670555183
1679	0.7668646419
1680	0.7667619847
1681	0.7665843325
1682	0.766355411
1683	0.7662945824
1684	0.7661383606
1685	0.7659959046
1686	0.7658314244
1687	0.7656945579
1688	0.7654945003
1689	0.7653579886
1690	0.7652397514
1691	0.765091605
1692	0.7649110297
1693	0.7647418759
1694	0.7645444451
1695	0.7644521282
1696	0.7643784531
1697	0.7642523545
1698	0.7641687124
1699	0.764039182
1700	0.7638599055
1701	0.7636967048
1702	0.7635298106
1703	0.7633909557
1704	0.7632694356
1705	0.7630576232
1706	0.7629479589
1707	0.7628214316
1708	0.7626799512
1709	0.7625074518
1710	0.7623971542
1711	0.7622702419
1712	0.762131051
1713	0.7620374511
1714	0.7618655209
1715	0.7617816777
1716	0.761665051
1717	0.7614710382
1718	0.7613197424
1719	0.761192425
1720	0.7610858645
1721	0.7609505564
1722	0.7607183171
1723	0.7605187406
1724	0.7603834662
1725	0.7603187915
1726	0.7601715669
1727	0.7600627955
1728	0.7599208434
1729	0.7597574189
1730	0.7595895377
1731	0.7594547935
1732	0.7593282384
1733	0.7591410696
1734	0.7590628781
1735	0.7588940274
1736	0.7587839006
1737	0.7586058206
1738	0.758465526
1739	0.7583048986
1740	0.7581174066
1741	0.7579353625
1742	0.7578298893
1743	0.757568768
1744	0.7574505067
1745	0.7573715133
1746	0.757218704
1747	0.7570991299
1748	0.7569989086
1749	0.7568624035
1750	0.7567620967
1751	0.7566600017
1752	0.7565204422
1753	0.7563684014
1754	0.7562259829
1755	0.7560929657
1756	0.7559749526
1757	0.7558346009
1758	0.7557032499
1759	0.755579807
1760	0.7555180916
1761	0.7553678001
1762	0.7551687991
1763	0.7550285583
1764	0.7549824147
1765	0.7548457565
1766	0.7546380743
1767	0.7544604133
1768	0.7542923342
1769	0.7541647442
1770	0.7539527828
1771	0.7537872848
1772	0.7536019651
1773	0.7534478325
1774	0.7533232626
1775	0.7531990835
1776	0.7530394234
1777	0.7528641357
1778	0.7527051468
1779	0.7525666151
1780	0.7523553347
1781	0.7522646322
1782	0.7521571909
1783	0.7520725079
1784	0.7519386674
1785	0.7518461975
1786	0.7517109857
1787	0.7515817365
1788	0.7513613591
1789	0.7513158349
1790	0.7511880336
1791	0.7510850276
1792	0.7510165202
1793	0.7508735753
1794	0.750795156
1795	0.7506121423
1796	0.7504838859
1797	0.7503481636
1798	0.7501925584
1799	0.7500358718
1800	0.7499552669
1801	0.7498569821
1802	0.749677794
1803	0.7495713727
1804	0.7495097696
1805	0.7493476682
1806	0.7492119918
1807	0.7491254103
1808	0.7489638943
1809	0.7488390574
1810	0.7486633805
1811	0.7484880923
1812	0.7483131474
1813	0.7481806353
1814	0.7480489413
1815	0.7478621828
1816	0.7477699645
1817	0.7476433408
1818	0.7475347975
1819	0.74743972
1820	0.747326389
1821	0.7471327558
1822	0.7470609143
1823	0.7469447411
1824	0.7467971385
1825	0.7466686943
1826	0.7465646393
1827	0.746430782
1828	0.7463510719
1829	0.7462396502
1830	0.7461040434
1831	0.7459113989
1832	0.7458285716
1833	0.7457117482
1834	0.7455355808
1835	0.7454334918
1836	0.7452533049
1837	0.7451180731
1838	0.7449785885
1839	0.7448683437
1840	0.744736208
1841	0.7445829639
1842	0.7444164045
1843	0.7442965892
1844	0.7441836087
1845	0.7440844868
1846	0.7439912236
1847	0.7439002538
1848	0.7437354945
1849	0.7436306495
1850	0.7434688597
1851	0.7433906483
1852	0.7432696991
1853	0.743183319
1854	0.7431006227
1855	0.7429990496
1856	0.7428575407
1857	0.7426606564
1858	0.7424650021
1859	0.7423729475
1860	0.7422521882
1861	0.7420875902
1862	0.7419510222
1863	0.74184027
1864	0.7415993894
1865	0.7414785308
1866	0.7413333859
1867	0.7411848839
1868	0.7410771873
1869	0.7409971979
1870	0.740784175
1871	0.7406242635
1872	0.7405262759
1873	0.7404557814
1874	0.7402895495
1875	0.7401495261
1876	0.7399545744
1877	0.7397657114
1878	0.7395747973
1879	0.739471396
1880	0.7393665515
1881	0.7392337756
1882	0.7391286599
1883	0.7390256189
1884	0.7388643546
1885	0.7387660694
1886	0.7386012771
1887	0.7385126955
1888	0.7384087813
1889	0.7382993198
1890	0.738205937
1891	0.7381122424
1892	0.7380136888
1893	0.7378204617
1894	0.7377423545
1895	0.7376127993
1896	0.7374407754
1897	0.7372954347
1898	0.737159067
1899	0.7370165499
1900	0.7369017358
1901	0.736855574
1902	0.7366892538
1903	0.7365634944
1904	0.7365020053
1905	0.7364265949
1906	0.7362886231
1907	0.7361216641
1908	0.7359694236
1909	0.7357813342
1910	0.7356473159
1911	0.7355760283
1912	0.7354178295
1913	0.735257756
1914	0.7351585527
1915	0.7350419641
1916	0.7348982752
1917	0.7347783828
1918	0.734631984
1919	0.734439047
1920	0.7343245377
1921	0.734215214
1922	0.7340302051
1923	0.73388774
1924	0.7337003098
1925	0.7335745853
1926	0.7334658983
1927	0.7334059395
1928	0.7332757827
1929	0.733154544
1930	0.7329841414
1931	0.732874368
1932	0.7327297838
1933	0.7325440712
1934	0.7324537969
1935	0.7322675846
1936	0.7321175885
1937	0.73196287
1938	0.7317996011
1939	0.7316691432
1940	0.7314720862
1941	0.7313968203
1942	0.7313078157
1943	0.7311923792
1944	0.7309908811
1945	0.7308345198
1946	0.7306395472
1947	0.7305597231
1948	0.730413298
1949	0.7302962955
1950	0.7301221508
1951	0.7299565887
1952	0.729824404
1953	0.7297123246
1954	0.7295637065
1955	0.7293942073
1956	0.7292230995
1957	0.7291213596
1958	0.7290142257
1959	0.7289337612
1960	0.7288229643
1961	0.7287651941
1962	0.7286152404
1963	0.7285019308
1964	0.7284305611
1965	0.7283347811
1966	0.7282026195
1967	0.7280951754
1968	0.7279660977
1969	0.7278180777
1970	0.7276928948
1971	0.7275745046
1972	0.7273894383
1973	0.727275898
1974	0.7272064329
1975	0.7270938847
1976	0.7268793304
1977	0.7267501802
1978	0.7266360176
1979	0.7265046276
1980	0.7264182342
1981	0.7263066075
1982	0.7261528217
1983	0.7260333019
1984	0.725857363
1985	0.7257059099
1986	0.7255662409
1987	0.7254027254
1988	0.7252633233
1989	0.725178874
1990	0.7250380158
1991	0.7248291451
1992	0.7247386443
1993	0.7245929661
1994	0.7245129197
1995	0.7244209348
1996	0.7243800219
1997	0.7242389624
1998	0.7241897971
1999	0.7239515246
2000	0.7238239163
2001	0.7236722591
2002	0.723557657
2003	0.7233873473
2004	0.7232714955
2005	0.7232210987
2006	0.7231270888
2007	0.7229743912
2008	0.7227873937
2009	0.7226283488
2010	0.7224615424
2011	0.7223256811
2012	0.7222227917
2013	0.7221421182
2014	0.7220401913
2015	0.7219680901
2016	0.721770814
2017	0.7216340097
2018	0.7215007974
2019	0.7213836068
2020	0.721289171
2021	0.7211844549
2022	0.7210977528
2023	0.7209727578
2024	0.72082455
2025	0.7207509281
2026	0.7206317796
2027	0.7205106653
2028	0.7203483773
2029	0.7202209135
2030	0.7201035752
2031	0.7200011365
2032	0.7198050253
2033	0.7196623857
2034	0.7194906776
2035	0.7193735618
2036	0.7192448108
2037	0.7190866526
2038	0.7189347179
2039	0.7187836353
2040	0.7187196617
2041	0.7186539103
2042	0.7185116331
2043	0.7183876288
2044	0.7182528397
2045	0.7181226409
2046	0.7179539939
2047	0.7178720529
2048	0.7177165463
2049	0.7176327882
2050	0.7175615353
2051	0.7174315563
2052	0.7173830072
2053	0.7171755855
2054	0.7170350777
2055	0.7169596114
2056	0.7168705053
2057	0.7167650388
2058	0.7167021871
2059	0.7165734888
2060	0.7164348951
2061	0.7162659833
2062	0.7162080598
2063	0.7161213751
2064	0.7160212916
2065	0.7159126573
2066	0.7157639598
2067	0.7156445354
2068	0.7155817189
2069	0.7153611617
2070	0.715207415
2071	0.7150497412
2072	0.7149393499
2073	0.7148690077
2074	0.7147971553
2075	0.7147285723
2076	0.7146269067
2077	0.7144915006
2078	0.7144522917
2079	0.7143421634
2080	0.7142079374
2081	0.7141345288
2082	0.7139778607
2083	0.7138603474
2084	0.7137070489
2085	0.7135716102
2086	0.7134516509
2087	0.7132577022
2088	0.7130918177
2089	0.7130286628
2090	0.712903652
2091	0.7128149102
2092	0.7125811382
2093	0.7124678522
2094	0.7123570102
2095	0.7122828323
2096	0.7121796974
2097	0.7120793494
2098	0.7119242645
2099	0.7117755812
2100	0.7116671213
2101	0.7115241056
2102	0.7114109175
2103	0.711304092
2104	0.7111414757
2105	0.7109995749
2106	0.7108740463
2107	0.710711329
2108	0.7106596684
2109	0.7105345275
2110	0.7104424347
2111	0.7103410086
2112	0.7102620243
2113	0.7101936272
2114	0.7099976176
2115	0.7098827577
2116	0.709777622
2117	0.7096674154
2118	0.709562255
2119	0.7094177822
2120	0.7093576115
2121	0.7092804477
2122	0.7091109514
2123	0.7089258947
2124	0.7088193107
2125	0.7086859537
2126	0.7086340097
2127	0.7084336328
2128	0.70825949
2129	0.7081450475
2130	0.708017414
2131	0.7079204431
2132	0.7077498787
2133	0.707613149
2134	0.7075180528
2135	0.7074215475
2136	0.7072860604
2137	0.7071048091
2138	0.707033445
2139	0.7069260226
2140	0.7067280208
2141	0.7065771078
2142	0.7064409856
2143	0.7062926711
2144	0.7062085855
2145	0.7060167476
2146	0.7058528255
2147	0.705752701
2148	0.7055883506
2149	0.7054946414
2150	0.7053212674
2151	0.7051731757
2152	0.7050647659
2153	0.7049753206
2154	0.7048488177
2155	0.7047949461
2156	0.7046653045
2157	0.7043880084
2158	0.7042858669
2159	0.7042058412
2160	0.7040387653
2161	0.7037860732
2162	0.7035996553
2163	0.7034762364
2164	0.7033436709
2165	0.703249024
2166	0.7031619628
2167	0.7029329728
2168	0.7028374143
2169	0.7027509739
2170	0.7026497754
2171	0.7024267069
2172	0.7022650244
2173	0.7021193215
2174	0.7019449988
2175	0.701857861
2176	0.7017185108
2177	0.7015967161
2178	0.7014230304
2179	0.7012929867
2180	0.7011874304
2181	0.7010682273
2182	0.7009673827
2183	0.7008223111
2184	0.7007026149
2185	0.7005790652
2186	0.7005133408
2187	0.7004214138
2188	0.7002997716
2189	0.7001682968
2190	0.7000821774
2191	0.6999209497
2192	0.699805069
2193	0.6997143508
2194	0.6996266984
2195	0.6994801866
2196	0.6994187602
2197	0.6992910571
2198	0.6991309591
2199	0.6989776552
2200	0.6988594251
2201	0.6987533988
2202	0.6986142625
2203	0.6985329963
2204	0.6984461151
2205	0.6983370135
2206	0.6981695573
2207	0.6980409959
2208	0.6979913486
2209	0.6978431688
2210	0.6976832625
2211	0.6975333875
2212	0.6974419545
2213	0.6972897147
2214	0.6971240154
2215	0.6969945052
2216	0.696860672
2217	0.6967536859
2218	0.6966506805
2219	0.6965190254
2220	0.6964273871
2221	0.6963176422
2222	0.6962480017
2223	0.6961429118
2224	0.6959941953
2225	0.6958488957
2226	0.6957088858
2227	0.6955615576
2228	0.6954320582
2229	0.6953111981
2230	0.6951784976
2231	0.6951186893
2232	0.6950578782
2233	0.6949306397
2234	0.6948745679
2235	0.6947353447
2236	0.6945617511
2237	0.6944480767
2238	0.6943393241
2239	0.6941971675
2240	0.6940983877
2241	0.693975929
2242	0.6938997429
2243	0.6937805903
2244	0.6936627189
2245	0.6935475773
2246	0.6934249278
2247	0.6932638307
2248	0.6931480787
2249	0.6930285548
2250	0.6928872729
2251	0.6927328515
2252	0.6926419658
2253	0.6925610594
2254	0.6924297794
2255	0.6923613233
2256	0.692192887
2257	0.6920488932
2258	0.6918937996
2259	0.6917491425
2260	0.6916001156
2261	0.6915556662
2262	0.6914836524
2263	0.6913399445
2264	0.6912203877
2265	0.6910946639
2266	0.6909892382
2267	0.6908538229
2268	0.6907617336
2269	0.6905865707
2270	0.6905135248
2271	0.6904732141
2272	0.6903267331
2273	0.6901771512
2274	0.6900512869
2275	0.6899856906
2276	0.6898502891
2277	0.6896995462
2278	0.6895678883
2279	0.6893978347
2280	0.6892996615
2281	0.6891917662
2282	0.6891311106
2283	0.6890569755
2284	0.6889929973
2285	0.688862927
2286	0.6886797212
2287	0.6885820432
2288	0.6884096825
2289	0.6883155468
2290	0.6882332733
2291	0.6881692217
2292	0.6880733977
2293	0.6879466113
2294	0.6878911788
2295	0.6877908333
2296	0.6876457273
2297	0.6874639565
2298	0.6873222702
2299	0.6872558669
2300	0.6871739873
2301	0.6870693673
2302	0.6869134786
2303	0.6868391795
2304	0.6867045662
2305	0.686579405
2306	0.6864493023
2307	0.6863342079
2308	0.6861520961
2309	0.6860396536
2310	0.6859045466
2311	0.6858171329
2312	0.6856309118
2313	0.6854865263
2314	0.6853557783
2315	0.6852399348
2316	0.6850480734
2317	0.6849971056
2318	0.6848441379
2319	0.6846480348
2320	0.6845587036
2321	0.6844237865
2322	0.6843294251
2323	0.6841945103
2324	0.6841238786
2325	0.6839778583
2326	0.6838202703
2327	0.6836758166
2328	0.6835819128
2329	0.683451876
2330	0.6832562505
2331	0.6831556758
2332	0.6830543814
2333	0.6828832321
2334	0.6827647101
2335	0.6826830385
2336	0.6824729828
2337	0.6823897397
2338	0.6822379184
2339	0.6820782974
2340	0.6819294099
2341	0.6818200701
2342	0.6816913124
2343	0.6815358541
2344	0.6814421074
2345	0.6814005581
2346	0.6812699997
2347	0.681172604
2348	0.6810431536
2349	0.6809292858
2350	0.6808558152
2351	0.6807054857
2352	0.6805465674
2353	0.6803871847
2354	0.6801868418
2355	0.6800770928
2356	0.6799755225
2357	0.6798408406
2358	0.6797040102
2359	0.679534697
2360	0.6793673862
2361	0.679298713
2362	0.6791776073
2363	0.679041729
2364	0.6789062703
2365	0.6787679779
2366	0.6786867949
2367	0.6785944787
2368	0.6784569614
2369	0.6783259375
2370	0.6782314285
2371	0.6781574662
2372	0.6780019553
2373	0.6778375322
2374	0.6776689159
2375	0.6775764283
2376	0.6774289062
2377	0.6773050148
2378	0.6772174075
2379	0.6770937123
2380	0.67697171
2381	0.676877878
2382	0.6767481483
2383	0.6766627964
2384	0.6764968926
2385	0.6763823638
2386	0.6761833651
2387	0.6760713861
2388	0.67596738
2389	0.675779589
2390	0.6756757706
2391	0.6755847618
2392	0.6755055344
2393	0.6754485218
2394	0.6752833027
2395	0.6751275145
2396	0.6750236192
2397	0.6748885313
2398	0.6747765766
2399	0.6746624542
2400	0.6744814076
2401	0.6743242397
2402	0.6741810901
2403	0.6740788088
2404	0.6739749777
2405	0.6739256766
2406	0.6738348637
2407	0.6737343505
2408	0.6736298554
2409	0.6735433959
2410	0.673488281
2411	0.6733914994
2412	0.6732836591
2413	0.6731952303
2414	0.6730979026
2415	0.6729365742
2416	0.6728173531
2417	0.672708128
2418	0.6726542484
2419	0.672516492
2420	0.6723970098
2421	0.6722167125
2422	0.6721257572
2423	0.6719817657
2424	0.6718810316
2425	0.6717395285
2426	0.6716679236
2427	0.6715630372
2428	0.6714052906
2429	0.6712689484
2430	0.6711840958
2431	0.6710851765
2432	0.6709876962
2433	0.6708692038
2434	0.6708113212
2435	0.6707399356
2436	0.6706829652
2437	0.6705835851
2438	0.6704456331
2439	0.6703393128
2440	0.6701658614
2441	0.6700240876
2442	0.6698945422
2443	0.669772079
2444	0.6696251068
2445	0.6694823876
2446	0.6693886971
2447	0.6693205598
2448	0.669261936
2449	0.6691352483
2450	0.6690679379
2451	0.6689606705
2452	0.6688279886
2453	0.6687342177
2454	0.6685928079
2455	0.6685042167
2456	0.6683390699
2457	0.6682756964
2458	0.6681953815
2459	0.6681225308
2460	0.6679780121
2461	0.6678794425
2462	0.6677797541
2463	0.6676838178
2464	0.6675752181
2465	0.6674361636
2466	0.6673470921
2467	0.6672623755
2468	0.667198537
2469	0.6671274589
2470	0.6670292364
2471	0.6668806475
2472	0.6667626543
2473	0.6667014443
2474	0.6665780845
2475	0.6664285426
2476	0.6662387492
2477	0.6660613186
2478	0.6659550785
2479	0.6658402451
2480	0.6657236037
2481	0.6655871734
2482	0.6654472898
2483	0.6653277752
2484	0.6652570775
2485	0.6651335747
2486	0.66497137
2487	0.6648985296
2488	0.6647792031
2489	0.664628253
2490	0.6644878181
2491	0.6643613099
2492	0.6642139384
2493	0.6641506762
2494	0.6640638372
2495	0.6639173309
2496	0.6638077697
2497	0.6637524794
2498	0.6636678646
2499	0.6635362011
2500	0.6634692832
2501	0.6633848223
2502	0.6632324988
2503	0.6630960056
2504	0.6630361693
2505	0.6629142763
2506	0.6627955079
2507	0.662712878
2508	0.6626214658
2509	0.6624983449
2510	0.6623563788
2511	0.66225438
2512	0.6621165376
2513	0.6620310151
2514	0.6619214244
2515	0.6618410443
2516	0.6616878677
2517	0.6615824932
2518	0.6615022479
2519	0.6614709658
2520	0.6614066752
2521	0.6613369055
2522	0.6612439927
2523	0.6611497838
2524	0.6610495036
2525	0.660891506
2526	0.6607759919
2527	0.6607079022
2528	0.6605678458
2529	0.6605014121
2530	0.6604488169
2531	0.6603423987
2532	0.660147613
2533	0.6600350996
2534	0.6599175691
2535	0.6598758473
2536	0.6597823028
2537	0.6596609921
2538	0.6595140544
2539	0.6593887488
2540	0.6592409368
2541	0.6591270047
2542	0.6590562907
2543	0.6589050606
2544	0.6588442554
2545	0.6587565036
2546	0.6586390718
2547	0.6585205055
2548	0.6583472975
2549	0.6582887865
2550	0.6581322721
2551	0.6580086448
2552	0.657866759
2553	0.6577566311
2554	0.6576482842
2555	0.6575184119
2556	0.6574331014
2557	0.6572876352
2558	0.6571937024
2559	0.6570242993
2560	0.6568781437
2561	0.6568138283
2562	0.6567010332
2563	0.6565809731
2564	0.6564382403
2565	0.6563389631
2566	0.6562510768
2567	0.656039695
2568	0.655958956
2569	0.6558131514
2570	0.6557218826
2571	0.6555904497
2572	0.6554609648
2573	0.6553146513
2574	0.6551688597
2575	0.6550615899
2576	0.6549441014
2577	0.6548226787
2578	0.6547214447
2579	0.6545793353
2580	0.6544741297
2581	0.6543734427
2582	0.6542025736
2583	0.6540951203
2584	0.6540412896
2585	0.6538628519
2586	0.6537897745
2587	0.653707873
2588	0.6535954198
2589	0.6534446594
2590	0.6533271192
2591	0.6532031508
2592	0.6530059999
2593	0.6528772809
2594	0.6527965104
2595	0.6526876359
2596	0.6525680733
2597	0.6524968746
2598	0.6523848738
2599	0.6523103298
2600	0.652245224
2601	0.6521547439
2602	0.6519954964
2603	0.6519141464
2604	0.6518592434
2605	0.6517285963
2606	0.6516158865
2607	0.651453045
2608	0.6513911254
2609	0.6512902874
2610	0.6511666946
2611	0.651009769
2612	0.6509157261
2613	0.6507439902
2614	0.6506661934
2615	0.6505240362
2616	0.6504229011
2617	0.6502903289
2618	0.6501506744
2619	0.650078128
2620	0.6499253361
2621	0.6497538643
2622	0.6496563134
2623	0.6495078867
2624	0.6494174984
2625	0.6493487376
2626	0.6492344015
2627	0.6491822439
2628	0.6490983158
2629	0.6490102445
2630	0.6489162567
2631	0.6488336289
2632	0.6487296834
2633	0.6486847344
2634	0.6485245216
2635	0.6483585342
2636	0.6482429417
2637	0.6481744703
2638	0.648065016
2639	0.6479523865
2640	0.6478302166
2641	0.6477417818
2642	0.6476540696
2643	0.6475374068
2644	0.6473679108
2645	0.6472464911
2646	0.6471675277
2647	0.6470527439
2648	0.646913821
2649	0.6466987067
2650	0.646625671
2651	0.6465131377
2652	0.6464245476
2653	0.6463551735
2654	0.6462066507
2655	0.6461109578
2656	0.6459945607
2657	0.6458682782
2658	0.645789766
2659	0.6456862326
2660	0.6455648587
2661	0.6454202323
2662	0.6453381637
2663	0.6451791191
2664	0.6450527146
2665	0.6449453727
2666	0.6447846948
2667	0.6446407964
2668	0.6445220649
2669	0.644389299
2670	0.6442486401
2671	0.6442053495
2672	0.6440696647
2673	0.6439574658
2674	0.64389464
2675	0.6437572737
2676	0.6436778065
2677	0.643579578
2678	0.6434465723
2679	0.6432991971
2680	0.6431839483
2681	0.6430581991
2682	0.6429656506
2683	0.6428369796
2684	0.6427305233
2685	0.6426458879
2686	0.6425009017
2687	0.6424019468
2688	0.6423137774
2689	0.6422235572
2690	0.6421015943
2691	0.6420140481
2692	0.6419485132
2693	0.6418268185
2694	0.6417170841
2695	0.6416284375
2696	0.6415318351
2697	0.641423078
2698	0.6413797552
2699	0.6412935292
2700	0.6412291242
2701	0.6411597306
2702	0.6410444164
2703	0.6409382705
2704	0.6408214611
2705	0.6407228598
2706	0.6406357235
2707	0.6405866849
2708	0.640462885
2709	0.6403111966
2710	0.6401907915
2711	0.6401032137
2712	0.6399416259
2713	0.639876767
2714	0.6398158848
2715	0.6397165242
2716	0.639626268
2717	0.6395093067
2718	0.6393837265
2719	0.6392634082
2720	0.6391279189
2721	0.6390669237
2722	0.6389439243
2723	0.6388181975
2724	0.6387367003
2725	0.6385644699
2726	0.6384436722
2727	0.6382993174
2728	0.6382460317
2729	0.6381151072
2730	0.6379485027
2731	0.637750976
2732	0.6375979669
2733	0.6375087463
2734	0.6373992011
2735	0.6373117938
2736	0.6372821286
2737	0.6371108799
2738	0.6369949663
2739	0.6368974955
2740	0.6368051557
2741	0.6366439535
2742	0.6365835204
2743	0.6364872342
2744	0.6364076156
2745	0.6363595892
2746	0.6362027661
2747	0.636151155
2748	0.6360553573
2749	0.6358860224
2750	0.6358140455
2751	0.6356953963
2752	0.6355123698
2753	0.6354034601
2754	0.6352744093
2755	0.6351693227
2756	0.6350559766
2757	0.6349609094
2758	0.6348513618
2759	0.6347289208
2760	0.634647981
2761	0.6345209809
2762	0.6344369763
2763	0.6343138584
2764	0.6342786948
2765	0.6342011022
2766	0.6340755025
2767	0.6338868293
2768	0.6337909105
2769	0.633734824
2770	0.6336229289
2771	0.6335450754
2772	0.633452266
2773	0.6334127717
2774	0.6333683653
2775	0.6332582524
2776	0.6331302237
2777	0.633015978
2778	0.6329578172
2779	0.6328777833
2780	0.6327483169
2781	0.6326961113
2782	0.6325905522
2783	0.6324298286
2784	0.6323313622
2785	0.6322342098
2786	0.6320803394
2787	0.631878225
2788	0.6318023555
2789	0.6316441896
2790	0.6315185661
2791	0.6314330445
2792	0.6313129506
2793	0.6312002689
2794	0.6311343535
2795	0.6310083596
2796	0.6308941816
2797	0.6307655961
2798	0.630639545
2799	0.6305597259
2800	0.6304122079
2801	0.6302342059
2802	0.6301537902
2803	0.6300673448
2804	0.6300331376
2805	0.6298952191
2806	0.6297786216
2807	0.6297308171
2808	0.6296936446
2809	0.6295786123
2810	0.6294453425
2811	0.6293105067
2812	0.6291981716
2813	0.6291086028
2814	0.6289607694
2815	0.6289104757
2816	0.6287597292
2817	0.6287031597
2818	0.6286503147
2819	0.6285819534
2820	0.6284634172
2821	0.628335254
2822	0.6282235085
2823	0.6280568786
2824	0.6279572405
2825	0.6278743672
2826	0.6277648813
2827	0.6276481133
2828	0.6275932488
2829	0.6275020436
2830	0.6273680009
2831	0.6272383034
2832	0.6271268272
2833	0.6269983024
2834	0.6268903084
2835	0.6267934916
2836	0.6267095846
2837	0.626572092
2838	0.6264808977
2839	0.6263494653
2840	0.6262143812
2841	0.6261115948
2842	0.6259083853
2843	0.6257971967
2844	0.6257209594
2845	0.6256051974
2846	0.6255078628
2847	0.6253878076
2848	0.6252865423
2849	0.6252259206
2850	0.6250573253
2851	0.6249642083
2852	0.6248173287
2853	0.6246830848
2854	0.6245595878
2855	0.6244976009
2856	0.6244009572
2857	0.6242377969
2858	0.6241463927
2859	0.6239738694
2860	0.6239155353
2861	0.6237793201
2862	0.6236129351
2863	0.6235076053
2864	0.6233432291
2865	0.6232526694
2866	0.6231837497
2867	0.6230729152
2868	0.6230096066
2869	0.6229164191
2870	0.6228311001
2871	0.6227133587
2872	0.6226396198
2873	0.6225502558
2874	0.6224259553
2875	0.6223767371
2876	0.6223119648
2877	0.6222351519
2878	0.6221190199
2879	0.6220090881
2880	0.6218385159
2881	0.6217226891
2882	0.6216527345
2883	0.6215167287
2884	0.6213949234
2885	0.6213288534
2886	0.6212156157
2887	0.6210616706
2888	0.6209713192
2889	0.6209022693
2890	0.6207915365
2891	0.6207257971
2892	0.6206096137
2893	0.6204955727
2894	0.620384066
2895	0.6202984636
2896	0.6202201439
2897	0.6201249792
2898	0.6200208165
2899	0.6199210314
2900	0.6198215094
2901	0.6197209698
2902	0.619577758
2903	0.6194737961
2904	0.6193872448
2905	0.6192570502
2906	0.6191976153
2907	0.6190051037
2908	0.6189330176
2909	0.6188122532
2910	0.6187253411
2911	0.6186369619
2912	0.6185090677
2913	0.6184507547
2914	0.6183534684
2915	0.618245198
2916	0.6181184705
2917	0.6179700115
2918	0.6178662712
2919	0.6177766705
2920	0.6176648919
2921	0.6174881707
2922	0.6173781451
2923	0.6172942915
2924	0.6172516408
2925	0.6171846199
2926	0.6170495748
2927	0.6168942073
2928	0.6167911848
2929	0.6166405598
2930	0.616548658
2931	0.6164738683
2932	0.6163790901
2933	0.6162606729
2934	0.6161345259
2935	0.6160255689
2936	0.615894175
2937	0.6157505186
2938	0.6156533307
2939	0.6155594538
2940	0.6154306676
2941	0.6152591031
2942	0.615163972
2943	0.6150897983
2944	0.6148870683
2945	0.6147971577
2946	0.6146782095
2947	0.6145599583
2948	0.6144903434
2949	0.614330907
2950	0.6142452614
2951	0.6141467212
2952	0.6140163491
2953	0.6138642941
2954	0.6137575095
